28/06/2022 11:11;7.5
28/06/2022 11:14;6.2
28/06/2022 12:22;2.1
28/06/2022 12:29;1.5
28/06/2022 12:55;5.6
28/06/2022 13:05;0.92
28/06/2022 13:07;1.1
28/06/2022 13:10;3.1
28/06/2022 13:20;13
28/06/2022 13:30;8.3
28/06/2022 13:40;9.5
28/06/2022 13:51;9.6
28/06/2022 14:01;6.4
28/06/2022 14:12;1.2
28/06/2022 14:22;1.2
28/06/2022 14:33;5
28/06/2022 14:43;3.8
28/06/2022 14:54;2.6
28/06/2022 15:05;1.5
28/06/2022 15:15;5.5
28/06/2022 15:26;1.7
28/06/2022 15:36;2.7
28/06/2022 15:47;9.2
28/06/2022 15:57;9.4
28/06/2022 16:07;9.7
28/06/2022 16:18;4.5
28/06/2022 16:28;6.8
28/06/2022 16:39;5.6
28/06/2022 16:49;7.6
28/06/2022 17:00;8.1
28/06/2022 17:10;4.5
28/06/2022 17:20;12
28/06/2022 17:30;6.1
28/06/2022 17:48;9.7
28/06/2022 17:59;4.7
28/06/2022 18:09;8.4
28/06/2022 18:20;4.7
28/06/2022 18:30;5.3
28/06/2022 18:40;14
28/06/2022 18:51;9.6
28/06/2022 19:01;7.5
28/06/2022 19:12;7.8
28/06/2022 19:22;13
28/06/2022 19:26;15
28/06/2022 19:37;9.0
28/06/2022 19:47;8.5
28/06/2022 19:58;1.5
28/06/2022 20:08;7.5
28/06/2022 20:19;3.6
28/06/2022 21:29;7.6
28/06/2022 21:39;2.5
28/06/2022 21:50;9.1
28/06/2022 22:00;8.2
28/06/2022 22:11;11
28/06/2022 22:21;3.1
28/06/2022 22:32;6.8
28/06/2022 22:42;8.4
28/06/2022 22:52;8.8
28/06/2022 23:03;3.9
28/06/2022 23:13;5.3
28/06/2022 23:24;3.5
28/06/2022 23:34;0.1000
28/06/2022 23:45;4.9
28/06/2022 23:55;9.0
29/06/2022 00:06;7.0
29/06/2022 00:16;8.0
29/06/2022 00:26;6.6
29/06/2022 00:37;3.6
29/06/2022 00:47;19
29/06/2022 00:57;22
29/06/2022 01:08;19
29/06/2022 01:18;26
29/06/2022 01:28;26
29/06/2022 01:38;24
29/06/2022 01:49;23
29/06/2022 01:59;28
29/06/2022 02:09;32
29/06/2022 02:20;30
29/06/2022 02:30;23
29/06/2022 02:40;30
29/06/2022 02:50;27
29/06/2022 03:01;25
29/06/2022 03:11;29
29/06/2022 03:21;37
29/06/2022 03:32;38
29/06/2022 03:42;37
29/06/2022 03:52;30
29/06/2022 04:02;31
29/06/2022 04:13;43
29/06/2022 04:23;38
29/06/2022 04:33;35
29/06/2022 04:44;34
29/06/2022 04:54;37
29/06/2022 05:04;43
29/06/2022 05:14;36
29/06/2022 05:25;38
29/06/2022 05:35;31
04/07/2022 06:15;210
04/07/2022 09:37;200
04/07/2022 09:47;180
04/07/2022 09:57;190
04/07/2022 10:07;200
04/07/2022 10:17;200
04/07/2022 10:27;200
04/07/2022 10:38;190
04/07/2022 10:48;190
04/07/2022 10:58;180
04/07/2022 11:08;200
04/07/2022 11:18;190
04/07/2022 11:28;190
04/07/2022 11:38;190
04/07/2022 11:49;180
04/07/2022 11:59;190
04/07/2022 12:09;190
04/07/2022 12:19;190
04/07/2022 12:29;180
04/07/2022 12:40;170
04/07/2022 12:50;170
04/07/2022 13:00;180
04/07/2022 13:10;200
04/07/2022 13:20;180
04/07/2022 13:30;170
04/07/2022 13:41;170
04/07/2022 13:51;170
04/07/2022 14:01;180
05/07/2022 08:58;11
05/07/2022 08:59;200
05/07/2022 10:34;200
26/07/2022 08:56;39
26/07/2022 09:06;34
26/07/2022 09:16;32
26/07/2022 09:26;34
26/07/2022 09:36;32
26/07/2022 09:47;32
26/07/2022 09:57;32
26/07/2022 10:07;31
26/07/2022 10:17;32
26/07/2022 10:27;33
26/07/2022 10:38;32
26/07/2022 10:48;32
26/07/2022 10:58;32
26/07/2022 11:08;31
26/07/2022 11:18;28
26/07/2022 11:28;33
26/07/2022 11:39;33
26/07/2022 11:49;27
26/07/2022 11:59;33
26/07/2022 12:09;31
26/07/2022 12:19;33
26/07/2022 12:29;30
26/07/2022 12:40;26
26/07/2022 12:50;29
26/07/2022 13:00;30
26/07/2022 13:10;31
26/07/2022 13:20;26
26/07/2022 13:30;31
26/07/2022 13:41;30
26/07/2022 13:51;30
26/07/2022 14:01;30
26/07/2022 14:11;31
26/07/2022 14:21;30
26/07/2022 14:32;32
26/07/2022 14:42;28
